Sample GSI YEAR MONTH Location Sex
2324 2325 7.0761 4 9 1 2
2325 2326 7.0594 4 8 1 2
2326 2327 7.0341 4 8 1 2
2327 2328 7.0037 4 7 1 2
2328 2329 6.9806 4 9 1 2
2329 2330 6.9764 4 8 1 2
2330 2331 6.9489 4 9 1 2
2331 2332 6.8732 4 8 1 2
2332 2333 6.7772 4 12 1 2
2333 2334 6.7329 4 8 1 2
2334 2335 6.7143 4 9 1 2
2335 2336 6.6702 4 8 1 2
2336 2337 6.5903 4 9 1 2
2337 2338 6.5275 4 8 1 2
2338 2339 6.5074 4 9 1 2
2339 2340 6.4624 4 7 1 2
2340 2341 6.4304 4 8 1 2
2341 2342 6.3833 4 8 1 2
2342 2343 6.2984 4 7 1 2
2343 2344 6.2169 4 8 1 2
2344 2345 6.2105 4 8 1 2
2345 2346 6.162 4 7 1 2
2346 2347 6.1186 4 7 1 2
2347 2348 6.0811 4 7 1 2
2348 2349 6.025 4 11 3 2
2349 2350 5.9961 4 7 1 2
2350 2351 5.8421 4 8 1 2
2351 2352 5.8405 4 9 1 2
2352 2353 5.8356 4 8 1 2
2353 2354 5.7889 4 7 1 2
2354 2355 5.7557 4 8 1 2
2355 2356 5.7426 4 7 1 2
2356 2357 5.7004 4 7 1 2
2357 2358 5.6662 4 7 1 2
2358 2359 5.6539 4 9 1 2
2359 2360 5.6233 4 9 1 2
2360 2361 5.6163 4 7 1 2
2361 2362 5.6025 4 7 1 2
2362 2363 5.5047 4 8 1 2
2363 2364 5.4743 4 9 1 2
2364 2365 5.4055 4 7 1 2
2365 2366 5.3754 4 8 1 2
2366 2367 5.3256 4 7 1 2
2367 2368 5.2587 4 7 1 2
2368 2369 5.1891 4 8 1 2
2369 2370 5.1679 4 7 1 2
2370 2371 5.1657 4 8 1 2
2371 2372 5.138 4 7 1 2
2372 2373 5.0541 4 9 1 2
2373 2374 5.0117 4 7 1 2
2374 2375 4.9892 4 8 1 2
2375 2376 4.9498 4 7 1 2
2376 2377 4.8305 4 7 1 2
2377 2378 4.7949 4 7 1 2
2378 2379 4.7813 4 7 1 2
2379 2380 4.5348 4 10 1 2
2380 2381 4.193 4 8 1 2
2381 2382 4.0386 4 8 1 2
2382 2383 4.0062 4 12 1 2
2383 2384 3.9413 4 8 1 1
2384 2385 3.9391 4 7 1 2
2385 2386 3.9367 4 7 1 2
2386 2387 3.833 4 7 1 2
2387 2388 3.5933 4 7 1 1
2388 2389 3.5575 4 9 1 1
2389 2390 3.4574 4 8 1 1
2390 2391 3.3422 4 12 1 2
2391 2392 3.2836 4 7 1 2
2392 2393 3.215 4 8 1 1
2393 2394 3.1444 4 8 1 1
2394 2395 3.107 4 8 1 2
2395 2396 3.0629 4 7 1 1
2396 2397 3.0269 4 8 1 1
2397 2398 3.0089 4 7 1 1
2398 2399 2.9877 4 12 1 1
2399 2400 2.8942 4 7 1 1
2400 2401 2.8734 4 8 1 1
2401 2402 2.8268 4 12 1 1
2402 2403 2.811 4 8 1 1
2403 2404 2.8079 4 10 1 2
2404 2405 2.7886 4 9 1 1
2405 2406 2.7764 4 7 1 1
2406 2407 2.7625 4 10 1 1
2407 2408 2.7169 4 7 1 1
2408 2409 2.6957 4 8 1 1
2409 2410 2.6439 4 7 1 1
2410 2411 2.626 4 7 1 1
2411 2412 2.6213 4 9 1 1
2412 2413 2.5917 4 8 1 1
2413 2414 2.5463 4 9 1 1
2414 2415 2.5134 4 7 1 1
2415 2416 2.4386 4 9 1 1
2416 2417 2.4196 4 9 1 1
2417 2418 2.4094 4 7 1 1
2418 2419 2.3914 4 12 1 1
2419 2420 2.3901 4 7 1 1
2420 2421 2.3556 4 12 1 1
2421 2422 2.3337 4 7 1 1
2422 2423 2.3228 4 8 1 1
2423 2424 2.2995 4 7 1 1
2424 2425 2.2863 4 8 1 1
2425 2426 2.2853 4 8 1 1
2426 2427 2.2784 4 8 1 1
2427 2428 2.2658 4 9 1 1
2428 2429 2.261 4 9 1 1
2429 2430 2.1705 4 9 1 1
2430 2431 2.1028 4 8 1 1
2431 2432 2.101 4 8 1 1
2432 2433 2.065 4 8 1 1
2433 2434 2.0529 4 9 1 1
2434 2435 2.0231 4 9 1 1
2435 2436 2.0204 4 12 1 1
2436 2437 2.006 4 7 1 1
2437 2438 2.0027 4 7 1 1
2438 2439 1.9752 4 9 1 1
2439 2440 1.9737 4 7 1 2
2440 2441 1.9651 4 9 1 1
2441 2442 1.9554 4 7 1 1
2442 2443 1.9293 4 7 1 1
2443 2444 1.9247 4 12 1 1
2444 2445 1.923 4 11 3 1
2445 2446 1.8931 4 7 1 1
2446 2447 1.8856 4 9 1 1
2447 2448 1.8512 4 9 1 1
2448 2449 1.843 4 7 1 1
2449 2450 1.8067 4 10 1 1
2450 2451 1.7896 4 7 1 1
2451 2452 1.7842 4 9 1 1
2452 2453 1.7537 4 7 1 1
2453 2454 1.746 4 12 1 1
2454 2455 1.7194 4 7 1 1
2455 2456 1.7106 4 11 3 1
2456 2457 1.7005 4 8 1 1
2457 2458 1.6958 4 9 1 1
2458 2459 1.6549 4 7 1 1
2459 2460 1.5621 4 9 1 1
2460 2461 1.505 4 10 1 1
2461 2462 1.5029 4 9 1 1
2462 2463 1.4699 4 7 1 1
2463 2464 1.4481 4 9 1 1
2464 2465 1.4393 4 9 1 1
2465 2466 1.4144 4 8 1 1
2466 2467 1.4098 4 12 1 1
2467 2468 1.3951 4 11 3 1
2468 2469 1.3893 4 8 1 1
2469 2470 1.3299 4 7 1 1
2470 2471 1.3233 4 9 1 1
2471 2472 1.3083 4 7 1 1
2472 2473 1.2351 4 9 1 1
2473 2474 1.2333 4 9 1 1
2474 2475 1.2084 4 7 1 1
2475 2476 1.1803 4 7 1 1
2476 2477 1.1533 4 8 1 1
2477 2478 1.1449 4 7 1 1
2478 2479 1.1131 4 8 1 2
2479 2480 1.0771 4 8 1 1
2480 2481 1.0638 4 8 1 1
2481 2482 1.0622 4 9 1 1
2482 2483 1.0102 4 8 1 1
2483 2484 0.9857 4 9 1 1
2484 2485 0.9749 4 7 1 1
2485 2486 0.9003 4 8 1 1
2486 2487 0.8995 4 8 1 1
2487 2488 0.8811 4 8 1 1
2488 2489 0.8726 4 12 1 2
2489 2490 0.8301 4 8 1 2
2490 2491 0.7531 4 8 1 1
2491 2492 0.7475 4 8 1 2
2492 2493 0.6579 4 9 1 1
2493 2494 0.6552 4 8 1 1
2494 2495 0.6546 4 8 1 1
2495 2496 0.6435 4 7 1 1
2496 2497 0.6407 4 8 1 1
2497 2498 0.6085 4 9 1 1
2498 2499 0.5587 4 10 1 2
2499 2500 0.5538 4 12 1 2
2500 2501 0.5 4 10 1 1
2501 2502 0.4957 4 12 1 2
2502 2503 0.4825 4 10 1 2
2503 2504 0.4441 4 9 1 1
2504 2505 0.4056 4 12 1 2
2505 2506 0.4026 4 12 1 2
2506 2507 0.3667 4 12 1 2
2507 2508 0.362 4 12 1 2
2508 2509 0.3259 4 12 1 2
2509 2510 0.3168 4 12 1 2
2510 2511 0.2969 4 12 1 2
2511 2512 0.2847 4 12 1 2
2512 2513 0.2788 4 12 1 2
2513 2514 0.2481 4 12 1 1
2514 2515 0.2391 4 12 1 2
2515 2516 0.2364 4 10 1 2
2516 2517 0.2263 4 12 1 2
2517 2518 0.2222 4 12 1 2
2518 2519 0.2127 4 12 1 2
2519 2520 0.2103 4 10 1 2
2520 2521 0.2082 4 12 1 1
2521 2522 0.205 4 12 1 2
2522 2523 0.1806 4 12 1 2
2523 2524 0.177 4 12 1 2
2524 2525 0.1706 4 10 1 2
2525 2526 0.1697 4 12 1 2
2526 2527 0.1614 4 12 1 1
2527 2528 0.1551 4 12 1 2
2528 2529 0.1516 4 12 1 1
2529 2530 0.1468 4 10 1 2
2530 2531 0.1456 4 10 1 2
2531 2532 0.1439 4 10 1 2
2532 2533 0.1432 4 12 1 1
2533 2534 0.1432 4 12 1 1
2534 2535 0.1424 4 12 1 1
2535 2536 0.1419 4 12 1 1
2536 2537 0.1406 4 10 1 1
2537 2538 0.1406 4 12 1 1
2538 2539 0.1402 4 12 1 1
2539 2540 0.1396 4 12 1 2
2540 2541 0.1394 4 12 1 2
2541 2542 0.1366 4 12 1 1
2542 2543 0.136 4 12 1 2
2543 2544 0.1346 4 12 1 2
2544 2545 0.1317 4 12 1 2
2545 2546 0.1281 4 10 1 2
2546 2547 0.128 4 12 1 2
2547 2548 0.1264 4 12 1 2
2548 2549 0.124 4 10 1 2
2549 2550 0.1225 4 10 1 1
2550 2551 0.122 4 12 1 2
2551 2552 0.1206 4 10 1 1
2552 2553 0.1181 4 12 1 2
2553 2554 0.1173 4 10 1 1
2554 2555 0.1103 4 12 1 1
2555 2556 0.1087 4 12 1 2
2556 2557 0.1082 4 12 1 1
2557 2558 0.1078 4 12 1 1
2558 2559 0.1061 4 12 1 1
2559 2560 0.1057 4 12 1 1
2560 2561 0.1039 4 10 1 2
2561 2562 0.1026 4 12 1 2
2562 2563 0.1003 4 10 1 1
2563 2564 0.1 4 12 1 1
2564 2565 0.0996 4 12 1 1
2565 2566 0.0985 4 12 1 1
2566 2567 0.0977 4 12 1 1
2567 2568 0.0962 4 12 1 1
2568 2569 0.0952 4 12 1 1
2569 2570 0.0933 4 12 1 2
2570 2571 0.0904 4 10 1 1
2571 2572 0.0902 4 10 1 1
2572 2573 0.0899 4 12 1 1
2573 2574 0.0894 4 12 1 1
2574 2575 0.0893 4 10 1 1
2575 2576 0.0891 4 12 1 1
2576 2577 0.0889 4 12 1 2
2577 2578 0.0874 4 10 1 1
2578 2579 0.0849 4 10 1 1
2579 2580 0.0835 4 10 1 2
2580 2581 0.0826 4 12 1 1
2581 2582 0.0806 4 12 1 1
2582 2583 0.0805 4 12 1 1
2583 2584 0.0802 4 10 1 2
2584 2585 0.0796 4 12 1 1
2585 2586 0.0789 4 12 1 1
2586 2587 0.0789 4 12 1 2
2587 2588 0.0786 4 10 1 1
2588 2589 0.0776 4 12 1 1
2589 2590 0.0773 4 12 1 1
2590 2591 0.0765 4 10 1 1
2591 2592 0.076 4 10 1 1
2592 2593 0.0757 4 9 1 1
2593 2594 0.0755 4 12 1 1
2594 2595 0.0741 4 10 1 1
2595 2596 0.0741 4 12 1 1
2596 2597 0.0733 4 12 1 1
2597 2598 0.0731 4 12 1 1
2598 2599 0.0728 4 12 1 1
2599 2600 0.072 4 12 1 2
2600 2601 0.071 4 12 1 1
2601 2602 0.0693 4 12 1 1
2602 2603 0.0686 4 12 1 2
2603 2604 0.0678 4 12 1 1
2604 2605 0.0676 4 12 1 1
2605 2606 0.0658 4 12 1 2
2606 2607 0.0657 4 10 1 1
2607 2608 0.0654 4 12 1 1
2608 2609 0.063 4 10 1 1
2609 2610 0.0628 4 12 1 2
2610 2611 0.0577 4 12 1 1
2611 2612 0.0574 4 10 1 2
2612 2613 0.0567 4 12 1 1
2613 2614 0.054 4 8 1 1
2614 2615 0.0538 4 10 1 2
2615 2616 0.053 4 10 1 1
2616 2617 0.0497 4 12 1 1
2617 2618 0.0492 4 12 1 2
2618 2619 0.0481 4 10 1 1
2619 2620 0.0464 4 12 1 2
2620 2621 0.0462 4 10 1 2
2621 2622 0.0455 4 10 1 1
2622 2623 0.0452 4 12 1 1
2623 2624 0.0423 4 10 1 1
2624 2625 0.0417 4 10 1 1
2625 2626 0.0398 4 10 1 1
2626 2627 0.0398 4 12 1 1
2627 2628 0.0367 4 10 1 1
2628 2629 0.0358 4 8 1 1
2629 2630 0.0356 4 12 1 1
2630 2631 0.0349 4 12 1 2
2631 2632 0.0343 4 10 1 1
2632 2633 0.0335 4 10 1 1
2633 2634 0.0331 4 10 1 1
2634 2635 0.0308 4 10 1 2
2635 2636 0.0307 4 10 1 1
2636 2637 0.0292 4 10 1 2
2637 2638 0.0258 4 12 1 1
2638 2639 0.0257 4 12 1 2
2639 2640 0.02 4 10 1 1
2640 2641 0.0191 4 10 1 2
2641 2642 0.0165 4 12 1 1
2642 2643 0.0132 4 10 1 1
2643 2644 0.007 4 12 1 1
